item_id,n_interactions,release_year
429580,74,2016
429600,39,2016
429700,64,2016
429950,31,2015
430020,44,2015
430080,21,2016
430280,7,2015
431000,10,
431060,1,2015
374620,8,2016
431220,30,2015
431260,16,2016
431330,25,2016
431840,53,2016
431860,10,2016
428940,14,2015
432170,32,2016
432310,24,2016
432470,39,2016
431740,9,2016
432500,39,2016
432610,29,2016
433120,8,2016
433670,2,2016
433790,40,2016
434070,27,2016
434210,53,2016
434360,5,2016
434430,47,
434480,34,2014
434530,25,2016
434800,19,2016
434890,25,2016
434960,12,2016
435030,70,2016
435040,12,2015
435070,6,2012
435080,6,2014
435140,25,2016
436060,9,2016
436140,34,2008
436280,23,2016
436300,55,
436350,24,
437400,49,
437510,4,
438000,30,2016
438820,25,2016
440020,38,2016
440330,23,
440380,21,2016
440470,10,2016
440750,20,2016
440790,8,2016
440950,50,2016
440540,27,2016
434410,30,2016
437880,26,2016
269450,24,
441770,24,2016
442000,3,2016
442290,16,2016
443070,10,2016
444160,23,2016
444180,33,
444280,23,2016
444320,5,2016
444410,23,2016
444790,24,2016
444930,56,
445750,26,2016
445840,38,2016
446050,6,2015
446440,13,2016
446450,25,2016
446460,30,2003
446470,26,2016
446480,26,2016
446490,35,2016
446640,112,2016
447240,9,2016
447310,9,2016
447860,15,2016
447990,21,2016
448010,28,2015
448150,25,2016
448440,27,2016
448480,24,2016
448500,23,2016
448560,25,2016
448570,53,2016
448610,59,2016
448230,36,2016
448710,26,
448350,34,2016
448780,51,2016
448830,55,2016
448940,30,2016
448980,56,
449130,38,
442220,56,2016
449520,18,2016
449760,8,2016
449780,25,2016
449940,22,2016
450020,31,2016
450190,11,2016
450220,89,
450570,6,2016
450590,22,2016
450600,6,2016
450850,24,2016
451130,52,2016
451180,3,
451230,15,2016
451350,17,2012
452000,20,2016
452220,51,2016
452490,108,
452640,69,
448520,17,2016
452860,4,2016
452930,19,2016
453100,28,2016
453190,58,
453720,7,2016
453770,11,2016
453830,20,2015
453850,35,2016
453880,14,2015
453950,21,2016
453990,9,2016
454040,35,2016
454080,25,2016
454180,24,2016
454320,24,2016
454430,21,2014
454670,22,2016
454690,62,2016
454870,28,2016
455160,40,
456040,17,2016
456210,31,2016
456450,38,
456690,5,2015
456810,18,2016
457490,29,2016
457670,42,
457690,10,
457710,28,2014
458030,28,2016
458230,13,2016
458590,52,
458820,7,2016
459020,22,2016
459100,26,2016
459160,72,2009
459580,11,2016
460910,25,2016
461010,41,2016
461140,55,2016
461180,35,
461200,8,2016
461230,33,2016
461710,16,2016
461780,25,2016
461830,11,2012
462220,24,2016
462910,46,
463040,30,2016
463060,37,2016
463100,40,2016
463110,31,2016
463450,12,2016
464230,22,2016
396060,51,
464470,28,2016
464610,19,
464760,40,2016
464800,34,2016
464940,42,
465930,34,2016
466280,5,2016
466720,35,
466730,22,2016
466780,8,2016
466790,29,2016
466830,24,2016
467390,13,2016
467430,13,2016
467560,23,
467780,15,2016
468320,22,2016
469650,53,
469890,33,2016
469930,3,2016
470130,40,
335950,21,
467120,10,2015
471380,17,2016
471630,37,
472060,50,2016
473480,8,2016
473490,23,
473510,16,2016
473800,25,2010
459170,27,
474050,40,2016
474790,11,2016
474870,25,
368980,32,2015
475240,19,2016
475430,19,2016
476460,52,2016
476510,44,2016
477200,27,2016
477800,12,
477980,20,2016
478010,26,2016
479260,21,2016
481890,22,
482120,25,2016
482390,43,
483260,25,
485080,22,2010
485160,6,2016
485230,27,
485310,27,2016
485450,25,2016
485570,18,2016
485580,5,2016
485740,5,2016
485760,25,2016
485950,48,2016
486650,16,2016
487030,25,2016
487370,18,2016
487420,14,2016
487580,11,2016
487590,17,2016
487600,24,2016
488330,6,2016
488580,10,2016
488890,9,2016
489700,18,2016
489890,8,2016
490820,29,2016
488280,72,2016
491080,45,2016
491250,85,
491580,18,2016
492130,24,2016
492240,46,
492490,13,
493440,33,
493770,17,
494660,18,2016
495030,16,
495090,20,2016
496180,11,
496330,17,
496940,5,2016
497350,15,2016
497590,18,2016
498280,16,2016
498450,6,2016
498660,10,2016
499900,6,2013
500660,17,
501180,20,
501470,13,
502140,21,2016
503300,10,
503710,5,2016
503410,16,
505440,6,
506280,16,
508140,11,2016
508170,13,2016
508290,13,2016
509110,15,2016
509190,6,2016
509840,18,
510750,15,2016
511800,2,2017
512640,7,2016
512770,7,2016
512630,13,
513150,12,
515020,22,
516700,5,
517460,9,
517550,10,
222500,15,
519530,18,2016
523320,18,
523321,18,
523322,18,
523323,18,
523324,18,
523325,18,
523326,18,
523327,18,
523328,18,
523329,18,
519560,11,
519561,11,
519562,11,
519563,11,
519564,10,
519565,10,
519566,10,
519567,10,
519568,10,
519569,10,
519570,10,
519571,10,
519572,10,
519573,10,
519574,10,
519575,10,
519576,10,
519577,10,
519578,10,
521450,3,2016
521470,15,2015
522490,3,2016
522570,3,2016
513200,11,
523070,8,2016
524030,13,
394140,12,2015
527440,5,2016
529670,4,
378610,11,2016
435780,19,2016
10000,68,
405500,6,2016
412830,24,2016
307930,43,2012
372360,150,2016
402460,3,2015
375130,32,2014
285110,22,2014
435530,40,2016
355800,33,2016
366320,24,2016
378720,120,2015
3160,15,
46330,32,
369030,58,2016
515470,6,2016
312370,49,2014
344630,15,2015
352430,11,2015
453750,28,2016
287220,65,2017
499370,3,2016
434620,10,2016
359310,218,2015
340520,27,2015
461570,95,
397430,88,2015
353690,32,
323490,27,2014
366810,59,
291290,84,2014
434650,56,2016
364840,12,2015
389670,13,2017
444550,6,
306760,55,
295870,22,2014
273390,30,
325910,20,2014
100980,19,2012
248170,40,2013
246600,9,
288270,16,
288500,6,2014
316830,222,
355530,263,2015
440340,21,2016
527340,49,2016
399900,17,2015
357380,61,2015
371520,21,2017
380220,57,
386560,5,2015
491380,11,2016
404620,76,2016
485870,36,2016
315340,14,2014
316810,8,2014
445110,20,2016
7740,47,
297450,11,
310470,56,2015
283080,43,2015
412670,16,2015
501760,13,2016
346090,5,2015
417750,7,2016
224740,47,
276870,40,2014
284100,15,2016
290970,27,2014
293160,8,2015
314070,26,2015
314320,22,2014
318970,15,2017
325790,22,2015
333820,17,
351230,13,2015
378260,20,2016
391280,14,2016
397160,4,2016
455980,7,2016
473970,14,
463860,7,
437870,7,2016
239410,99,
400580,9,2015
489360,11,
311240,39,
325300,11,2015
336730,36,2015
348470,53,2015
362310,37,2015
363130,30,2015
357670,35,
377360,20,2016
410850,48,2015
401890,20,2016
446870,13,2016
512300,6,2016
361320,3,
386520,21,2015
306670,30,2015
425210,31,2016
463590,14,
465600,9,2016
488470,17,2016
419080,62,2016
27600,2,2009
25840,24,
25860,35,
25920,33,
42830,8,
42870,28,
10690,40,
34180,32,2010
266370,43,2014
278440,111,2015
282050,45,2015
284410,6,2016
312900,17,2014
320820,66,2015
355920,12,2016
356050,35,2015
360850,15,2015
369290,25,2015
384310,34,2015
392070,44,2015
399530,22,2016
404630,6,2015
411610,2,2016
427770,25,2016
431230,43,2016
448000,32,2016
449330,18,2016
462730,22,2008
465190,17,
466490,18,2016
471170,21,2009
473050,9,2016
476030,22,2017
485440,22,2016
486640,11,
488460,14,2016
491160,10,2016
492170,19,2016
460700,32,2016
386080,3,2016
329190,25,
340450,17,
345890,21,
346460,12,
347220,16,
400760,22,
412740,78,
420840,13,
425720,28,
433190,9,
438650,3,
451520,34,
451650,14,
451870,16,
468240,28,
491520,9,
494150,9,
498510,21,
257030,61,2017
492510,8,2016
377860,21,2015
11900,55,2008
37800,90,2009
16300,101,2008
348240,21,2014
407420,69,2015
497850,52,2016
298360,7,2007
342530,7,2015
351990,95,2016
366590,13,2015
375900,34,
467990,6,2016
332880,14,2015
467530,13,
499440,55,2016
280600,29,2015
426290,6,2016
368680,35,2015
441680,3,2016
284050,14,1998
269470,31,2014
316890,12,2015
340270,16,2015
388900,7,2016
40000,36,
319740,70,2015
387090,4,2016
400180,20,2016
349760,9,2015
357410,14,2015
334370,72,2016
464350,19,2016
330620,19,2014
322520,55,2015
427950,9,2015
404920,9,
285960,28,2014
453790,5,2016
315860,23,2015
255960,43,
467900,8,2016
251210,43,2013
399820,31,2016
374010,43,2015
376780,36,2015
399120,38,2016
411370,33,2016
452510,15,2016
333810,21,2015
357700,16,2015
449210,22,2016
355130,26,2015
385380,37,2016
381750,16,2015
334210,39,2016
265000,45,2016
406130,29,2016
433280,22,2004
449960,11,2016
42000,15,2011
209850,38,2013
296610,14,
315850,25,2014
327450,7,2012
341690,12,2015
356790,34,2015
359670,14,2015
365060,10,2015
370080,12,2015
371620,5,2015
380790,5,2015
395480,4,2015
399140,15,2015
337980,20,2015
421810,64,2015
427980,66,2016
434680,41,2016
449340,47,2015
461850,28,2016
252530,57,2013
307980,31,2014
421030,17,2016
350600,15,2016
414500,34,2015
417990,31,
475490,3,2016
477160,73,2016
416360,15,2017
496260,3,
372390,11,
312540,53,2015
223280,21,2013
301320,21,
359650,10,2015
364380,13,
364800,11,2015
364810,10,2015
377940,4,
382110,89,
400020,24,2016
402800,10,
410570,11,
414120,22,
427240,13,
427760,8,
433630,3,
436320,68,
444530,3,
450040,5,
450050,11,
450060,4,
450740,4,
457580,20,
457960,46,
457320,22,
462000,4,
483970,3,
484870,20,
485780,12,
492710,11,
494810,9,
499520,31,2016
500500,6,
502710,7,
503770,2,
520210,1,
327070,72,2016
467930,27,2016
230070,55,2015
374510,5,
360890,5,2015
371260,6,
387560,10,2014
387620,4,2015
445040,9,2016
474820,22,2016
488680,4,
491730,20,2016
515690,9,2016
487430,16,
348490,14,2015
249950,146,2015
262100,43,2016
318860,43,2015
291090,6,2012
441050,8,2016
441380,5,2016
455400,10,2016
320040,69,2016
7810,7,
335070,9,2015
365960,28,2013
246720,20,2014
250050,45,2014
297750,31,2014
308270,19,2014
312360,12,2014
337220,22,2015
352220,31,2015
392470,35,2015
287960,10,2015
389870,53,2015
491260,26,2016
239090,29,2013
373390,51,2015
483680,19,
504630,21,
17800,24,
17810,22,
2930,30,
6290,20,
12300,7,
272270,32,2016
416210,74,2017
404050,31,2015
298280,16,2014
365860,18,2015
24140,6,
489610,21,2016
339570,8,2015
455910,84,1998
33280,33,
346970,12,2015
382050,23,2016
330210,7,
338040,4,2016
448510,85,2016
252430,49,2014
316020,5,2014
415480,68,2016
466920,4,
341710,13,2015
277390,9,2016
303530,9,2015
274500,24,2016
504720,1,2016
401360,14,2016
316160,21,2006
385250,15,2015
377970,15,2015
332380,12,2015
305940,36,2015
395350,21,2016
293520,58,2015
432080,3,
436560,18,2017
333250,56,2015
328650,10,2015
413700,4,2016
415910,16,2015
394220,28,2015
336080,28,2015
255500,44,
331920,7,1998
376110,1,2015
386590,21,2015
396090,45,2015
424250,19,2016
374640,13,2015
378800,4,2016
428350,15,2016
310700,82,2014
200060,34,
320340,77,2015
365240,1,2015
390730,29,2016
397270,39,2015
433910,22,2016
412050,20,
451010,1,
473910,16,
488150,4,
490170,3,
526240,1,
400710,5,2015
344180,7,
328140,18,
453090,67,2016
4600,12,
27810,78,2010
357010,7,
360510,29,2016
403700,73,2015
387660,7,2014
412480,2,2015
378410,1,2017
431250,9,2016
311720,27,2014
269650,64,
371100,32,2015
390160,59,
413010,42,
415310,45,
421730,39,
438090,5,2016
394600,36,2015
299600,26,2015
21080,13,
321660,5,2014
254860,23,2004
254920,27,1994
397350,45,1996
404040,28,1997
463050,43,2016
236290,14,2013
329970,29,2015
515570,8,2016
7990,5,
9740,57,
312510,28,2014
303910,15,2014
304190,10,2016
312440,18,2015
314950,22,
336030,27,2016
349140,44,2015
352360,40,
352440,9,2016
354740,10,2016
362780,17,2011
365140,16,
365560,17,2015
368220,21,2012
372430,14,2016
377470,22,2015
382160,32,2015
394290,26,2015
404700,54,2016
503110,54,2016
405590,24,2015
407830,13,2016
416110,34,2016
421110,10,2015
425340,30,2016
429260,17,2016
429520,23,1994
431680,19,2016
433110,18,2016
436870,20,2016
437090,28,2016
445170,29,2016
448130,15,
448750,9,2016
448820,14,2016
448880,18,
451700,26,2016
452120,17,2016
453650,12,2016
457520,35,2016
462110,20,2016
463000,20,2016
321940,23,2016
340480,8,2015
15990,24,
16090,2,
432330,6,2016
344820,15,2015
266410,42,
339910,45,2015
457210,30,
362350,42,2016
395600,4,2015
508550,13,
512740,3,2016
523790,12,2016
279840,51,
431410,7,2016
441510,6,2016
448050,9,2016
448090,9,2016
449310,6,2016
476450,5,2016
295590,38,2015
296570,49,2014
318090,12,2016
333880,30,2014
22500,41,2008
432250,5,2016
415240,24,2016
305510,14,2015
449710,46,2016
334670,20,
423120,25,2015
392000,27,2016
34000,70,
352240,19,2016
38530,12,
368610,35,2015
7870,13,
7880,13,
428060,5,2016
262000,19,2014
347710,8,2015
382180,4,2015
402060,24,2016
405780,6,2015
296010,12,2016
260550,28,2012
262960,65,2015
304710,5,
329770,29,
332410,21,2016
342100,9,2015
356110,4,2015
356550,18,2013
356560,17,2014
362810,34,2015
363220,15,2015
365350,23,2015
370600,9,2015
398110,8,2015
399640,31,2016
400160,21,2015
457810,8,2016
473140,8,2016
324140,5,2015
363420,8,2016
317080,17,2015
349240,12,2014
243560,54,
336100,35,2014
515910,14,2016
405970,8,2016
389170,25,2016
29550,1,
372400,3,
393980,41,2015
274450,28,
317100,50,2015
332610,7,2015
342260,16,
346730,22,2015
347940,31,2015
358770,30,2015
368640,6,2016
396650,13,2016
397740,6,2015
398100,75,2015
453290,2,2016
488660,14,2016
350110,5,2016
447020,13,2016
497180,42,2016
301860,43,2015
451760,13,
367550,16,2015
375530,13,2015
442500,16,2016
397390,13,2016
224380,33,2013
266620,6,
257670,13,2011
339510,31,2014
342450,9,2015
343370,15,2013
356000,18,2015
362490,130,2015
402620,28,2016
416640,21,2015
421630,16,2015
423320,17,2015
463750,2,2016
474230,2,2016
489910,2,2016
508280,2,2016
508470,2,
508490,2,
345660,72,2015
328510,4,2016
316370,18,2015
332530,12,2015
364830,16,2016
368180,28,2017
376250,13,2016
378580,14,2015
384840,21,2015
385600,15,2015
387010,22,2015
404150,11,2015
424640,11,2016
431640,9,2016
430190,14,2016
433750,13,2016
434930,11,2016
437710,10,2016
439440,35,2016
439950,16,2016
448110,10,2016
449170,9,2016
451200,14,2016
453960,14,2016
454030,17,2016
370070,54,2015
467210,21,2016
473730,22,2016
491000,15,2016
491720,6,2016
492830,5,2016
494120,8,2016
498360,16,2016
501030,7,2016
431360,14,2016
504750,6,2016
507380,10,2016
521430,5,2016
480480,10,2016
273600,38,2014
497270,16,2016
340390,14,2015
518670,10,
352640,14,2015
215550,12,
445770,8,2016
423610,9,2016
419460,44,2016
453510,3,2016
278210,6,
323670,11,2015
517710,38,
493340,14,2016
358460,16,2016
388800,36,2015
352370,14,2016
392920,6,2015
268890,7,2014
312980,12,2016
290810,41,2014
363520,18,2016
278150,10,
278190,9,2015
330070,69,2015
425220,11,2016
374450,7,2015
364940,19,2015
352790,7,2016
336770,14,2014
377710,22,2015
377720,16,2015
373880,11,2016
414720,11,2015
465000,14,2016
322950,8,2015
267440,7,
206250,39,2012
258070,77,2012
335830,35,2015
365170,16,2015
100400,16,2012
350500,23,2015
397210,4,2015
4730,29,
10400,16,
251020,4,2014
306630,14,2013
333340,5,2016
338130,3,2016
378750,16,
397180,6,2015
423460,1,
320430,9,2014
504050,4,2017
351420,20,2015
371890,26,2015
385060,19,2015
38060,13,
340000,34,2016
407740,4,
280680,4,2014
37240,17,2009
335050,20,2014
382380,8,2015
402000,1,2015
326840,16,2016
240620,44,2015
237370,42,2013
349220,18,2015
402630,9,2015
423490,5,2016
429530,8,1998
307620,1,2015
241760,9,2016
462860,4,2016
363530,6,2016
24120,18,
24130,18,
293360,3,
418950,15,
338400,6,
494470,3,2016
433300,5,2016
433320,5,2016
461880,34,2016
496870,10,2016
440550,5,2016
427510,21,2016
460960,22,2016
466800,25,
288290,35,2014
359600,24,2016
291250,12,2014
33510,3,
37200,17,
4320,20,
388280,5,2015
495320,3,
323730,4,2014
411600,2,2016
351940,17,2016
409280,6,2016
410290,8,2016
423550,8,2016
459680,13,2016
475220,16,2016
487270,15,2016
488200,10,
495010,8,2016
509240,12,2016
509960,12,2016
398180,21,
457680,8,2016
450140,21,1998
270510,19,2014
301920,23,2015
427550,22,2016
446390,12,2016
468310,3,2016
409100,16,2015
324710,20,2015
441670,6,2016
382630,26,2012
326160,40,2014
411330,19,2004
382940,7,
431730,36,2016
100970,16,
259450,28,2014
262190,11,2015
388830,18,2016
452650,18,
465670,21,2016
490880,19,2016
500100,20,2017
242840,82,2015
324510,37,2014
441540,7,2012
436520,7,2017
344900,5,
250720,16,2014
415800,17,2016
311800,31,2014
463270,21,2016
363150,21,
400450,16,2016
457860,22,
257650,7,2013
262610,6,2014
371240,9,2015
443650,1,2016
347400,3,2015
454070,19,2016
516510,16,2016
364300,11,2016
418180,55,2016
310880,13,2014
383690,7,2015
456540,17,1993
458970,29,2016
438720,19,2016
493810,36,2016
501050,23,2015
356180,12,
389650,4,2015
405370,11,2016
409890,13,2016
421600,5,2016
437000,8,2016
448320,7,2017
467910,4,2016
517660,1,2016
328830,4,2014
406350,4,
282560,37,2016
364640,9,2015
206270,6,
294590,20,2004
373620,24,2015
394920,16,2008
394930,13,2007
394940,13,2010
463150,26,2016
464440,20,
496550,20,2016
502740,2,2017
453680,5,2016
391550,4,2016
252690,27,2014
397810,6,2017
424030,4,
467090,6,2016
497430,2,2016
19990,4,
262450,42,2014
382080,6,2015
382970,12,
513720,3,2016
262650,28,2013
350610,11,2015
393250,16,
448310,65,2016
456000,24,
456570,21,
459510,17,
466590,20,
478960,22,2016
478980,17,2016
464050,19,2016
494220,11,2016
497090,10,2015
500380,25,
501280,9,
503010,15,2017
509860,20,2014
511360,12,
512710,13,
519170,14,
507210,9,
463550,23,2016
502910,9,2016
377550,6,2015
321540,5,2014
401090,3,2015
454510,12,2016
425070,3,2016
2680,3,
23510,13,
463850,12,2016
4830,8,
10560,1,
21500,7,2008
12650,3,2008
12660,3,2007
33700,3,2008
33710,3,2006
33720,2,2005
16480,1,
33760,2,2009
34670,4,
50640,2,
8840,4,
55210,1,
57970,5,
50310,52,
20840,69,
71320,2,
211140,2,
223140,1,
240220,1,
245350,1,
237970,25,2014
263600,2,2016
257220,8,2013
268710,5,2014
269430,12,2014
269550,8,2014
269630,3,
272330,30,2015
273960,16,2015
275830,4,2014
276460,5,2014
278850,6,2014
280200,8,2014
282640,4,2015
282780,22,2015
288630,3,2014
288670,2,2014
289580,14,2007
291770,6,2015
292090,18,2014
293280,5,
295630,14,2014
296810,2,2016
297080,18,2015
297310,11,
297390,11,
300400,18,2015
301380,11,2010
304540,8,2007
304750,11,2015
307900,42,2007
306480,44,2007
307920,40,2010
310460,13,2014
310640,3,2014
311840,7,2003
311940,1,2016
312240,6,2012
312390,4,
312410,6,
313620,15,2014
313660,12,2012
313870,12,2008
314590,7,2017
315660,15,2015
316240,9,2015
316750,4,2015
318300,2,2012
319430,1,2015
319470,36,2015
319480,45,
319780,6,2015
320610,8,2015
321190,17,2014
321350,9,2015
322040,20,2014
322550,5,2015
323020,6,2015
323450,10,2015
324170,42,
324280,1,
326340,8,2015
326350,3,
326590,23,2014
327680,10,2016
327960,8,2016
329200,28,2015
331190,18,2015
331560,3,
332390,16,2015
332400,25,2015
332540,5,2017
332730,3,2015
331290,5,2014
333290,4,2015
333510,5,2015
333580,8,2015
334980,4,2014
335090,11,2015
336680,2,2015
336700,9,2014
337210,10,2015
338110,3,2015
338260,14,2015
338830,10,2014
338960,2,2011
338840,1,2014
339110,14,2016
339640,2,2015
339850,9,2008
340090,6,
340530,1,2015
340600,10,2014
340700,1,2015
340720,15,2015
341270,5,2016
341460,2,2016
341760,6,2015
341820,18,2015
343000,14,2001
343020,15,2015
343120,8,
343320,3,2014
342490,33,2014
343690,10,2015
344220,1,2015
345140,7,
345340,4,2013
345790,2,2015
345860,42,2017
345640,14,2015
346300,1,2015
347060,7,2016
347660,14,2015
347720,9,2016
348190,10,2005
325430,7,2016
447100,10,
348270,12,2014
348550,59,2015
348860,5,
349980,2,2015
346510,10,2015
350710,2,2015
350840,2,2015
351080,10,2001
351720,18,2016
352050,2,2016
352130,10,2003
352140,7,2013
352210,7,2015
352530,1,2015
352610,17,
353980,18,2005
354310,4,2014
354810,3,2015
354830,3,
355350,7,2015
355910,5,
356210,7,1997
356910,8,2015
357400,9,
357460,12,2015
364650,12,
357490,10,2016
357750,3,2015
357890,10,2015
359070,2,2015
359280,22,2015
359410,21,2015
359450,5,2015
359620,3,1995
359630,6,2001
347260,15,1991
360600,6,2015
361130,10,2015
361930,3,2015
361970,6,2015
363200,6,2014
363270,15,2016
363500,6,2013
363660,2,
364660,5,2015
365120,18,2015
365750,1,2015
365850,8,2015
365870,7,2015
366050,3,2015
366100,3,2015
366180,4,2015
366570,8,2015
366600,10,2015
366670,6,2015
367030,7,2015
367040,2,2015
367140,3,2016
368050,4,2015
368250,12,2015
368310,2,2015
368450,17,2015
368570,3,2016
368600,17,1996
368930,3,
369270,8,2015
364750,34,2015
361350,3,2016
370150,4,2015
370280,21,2016
370460,18,2015
370490,9,2016
370570,2,2015
370700,6,2015
370710,12,2015
370840,3,2016
370910,6,2016
370970,9,2015
371230,16,2015
371250,5,
371290,9,
371810,4,
372480,8,2007
372560,2,2006
372750,1,2016
372930,21,2015
372940,21,2015
373460,11,2015
373630,22,2015
374380,12,
374400,26,2015
374630,1,2011
374900,12,2016
375030,9,2015
375190,1,
375310,8,2015
375400,15,
375680,15,2016
375840,15,2015
376150,6,2015
376350,2,2015
369310,1,2014
377120,5,
375090,1,2015
377450,23,2015
378420,8,2015
378930,18,2016
379340,2,2015
379350,5,2015
379370,4,2015
379380,2,2015
379390,5,2015
379600,7,
380000,7,2008
380100,5,2016
380120,14,2015
380990,2,2015
381900,9,2015
381910,8,2015
382270,3,2015
382320,14,2015
382620,9,2014
382650,9,2012
382660,7,2013
382680,6,2013
382690,6,2014
382700,5,2013
382710,11,2014
382720,5,2013
382730,6,
382740,6,2014
382750,7,2014
382760,5,2013
382770,4,2014
382780,9,2014
382790,6,2014
382800,2,
383020,8,2016
383540,3,
383620,3,
383730,25,2015
383960,19,2015
384000,45,2015
384010,3,2015
354230,6,2015
384210,3,2015
384280,7,2015
384540,1,
385580,3,2015
385950,14,2016
386340,7,2015
386350,11,2015
387270,5,2015
387460,3,2013
387470,8,2014
387480,4,2013
387490,6,2014
387500,4,
387510,5,2014
387520,6,2014
387530,6,2013
387540,7,2014
387550,3,2014
387570,7,2015
387590,7,2015
387600,4,2014
387610,4,2015
387630,3,2014
387640,6,2014
387650,2,
387670,5,2014
387680,7,2015
387690,7,2015
387700,3,
388010,5,2015
388300,2,2015
388430,2,2015
388660,8,2015
388680,4,2015
388960,5,2017
388970,12,2015
389050,6,2016
389200,4,
389250,3,2008
389470,2,1993
389840,12,2015
389970,9,2015
390940,2,2014
391410,12,2015
391490,2,2015
391590,24,2013
391630,6,2015
392780,12,2015
388260,7,2015
343150,8,2016
393290,4,1998
393330,10,2010
393350,8,2015
393540,3,2015
393610,6,2015
393660,13,2015
393820,3,2016
394030,1,2015
394250,6,2015
394450,25,2015
394890,5,2011
394900,4,2015
394910,3,
394990,18,2016
395100,10,2016
395300,8,2015
395400,17,2015
395860,20,2015
395880,1,
395890,1,2015
395930,7,2015
396010,5,2016
396820,3,2015
396830,1,
396860,11,2015
397090,7,2016
397320,2,2016
397360,4,2015
397420,3,2015
373600,16,2015
373610,17,2015
397840,1,
397960,2,2014
397970,2,2012
398020,1,2015
398460,3,2015
398480,5,
398640,16,2015
399180,3,2015
399230,12,2015
399240,9,2016
400220,2,2015
400380,1,2015
400510,20,
401170,7,2015
401210,1,2016
401330,2,2015
401990,7,2015
402470,7,
402471,7,
402472,7,
402473,7,
402474,7,
402475,7,
402476,7,
402477,7,
402478,7,
402479,7,
402480,7,
402481,7,
402482,7,
402483,7,
402484,7,
402485,7,
402486,7,
402487,7,
402488,7,
402489,7,
402490,7,
402491,7,
402492,7,
402493,7,
402494,7,
402495,7,
402310,20,2016
402390,2,2015
392940,12,2015
402560,6,2016
403070,5,2015
403090,1,2011
403100,3,2013
403490,2,2014
403810,4,2014
404030,8,2011
404080,12,2015
404180,29,2016
404460,4,2015
404550,6,2015
404640,6,2016
404660,5,
397940,8,2015
405540,7,2016
405720,8,2016
406170,31,2016
406280,1,2016
406690,5,2016
406730,2,2015
406780,7,2015
406920,7,2015
407000,5,2017
407720,23,2015
407760,5,2017
408280,13,2015
364520,7,
364530,7,
364540,7,
364550,7,
364560,7,
364570,7,
364580,7,
364590,7,
364600,7,
364610,7,
364620,7,
390230,7,
397140,7,
407240,7,
409070,13,2015
409090,6,2015
409370,9,2015
409390,10,
409410,3,2017
409420,5,2015
409440,5,2016
409360,9,2015
331880,7,
331910,5,2014
385900,13,2015
410150,2,2015
409960,13,
409970,13,
409980,13,
409990,13,
410550,12,1989
382670,8,2014
411390,2,2015
411620,3,
411680,5,2015
411760,21,2015
411870,2,2016
412150,6,2016
412310,5,2016
412370,6,2015
412410,14,2015
412560,1,2016
413210,1,2016
413230,5,2015
413470,3,2015
413610,5,2014
414260,4,2015
415400,35,2015
415850,17,2015
415890,8,2015
415950,8,2015
415990,4,2015
416390,9,2015
416610,13,2016
416770,26,2015
417480,2,2016
418190,18,2016
418380,4,
419220,8,2015
419230,3,
419240,3,2015
419250,2,2016
419520,8,
416630,15,2015
420550,1,2016
422270,2,2016
422650,8,2016
422980,5,2016
423220,2,2016
416330,11,2016
423720,7,2016
423810,5,2016
423920,24,
424020,1,
424170,13,2015
424320,10,2015
424870,1,2015
425230,23,2016
420160,9,2016
426690,12,2016
427640,3,2015
427810,14,2016
427890,7,
428100,8,2016
428240,10,2015
400200,6,2015
397640,2,2015
428830,7,2016
428860,1,
429060,21,2016
429610,20,2016
429830,17,
286790,15,1988
374080,16,1987
430240,1,2016
430300,1,2016
430390,2,
431300,1,2016
431370,7,
431390,2,
431470,1,2016
431590,11,2016
431630,2,2016
431810,4,2016
431850,3,2016
432190,20,2016
432260,4,2016
432410,8,2016
432590,1,2016
432620,6,2016
432770,1,2016
432950,2,
433490,4,2016
433580,3,1996
433590,5,2016
433650,1,
433960,3,2016
431460,10,2016
434230,4,2016
434270,6,2016
434290,23,2016
434340,5,2016
434380,16,2016
434240,7,2016
434700,8,2016
434780,9,2016
434790,1,2016
434920,9,2016
434970,1,2016
435840,2,2016
435970,6,2016
436220,10,
436360,19,2016
432540,8,2016
436390,7,2016
436470,2,2016
436480,9,2016
436490,2,
436510,5,2016
436950,2,2016
437180,8,2016
437420,19,2016
437750,5,2016
438110,10,2016
438340,3,2016
438350,3,2016
438660,7,2011
439400,4,
439720,12,2016
439730,6,2015
439740,1,2016
411310,9,2004
411320,7,2005
439930,21,2016
440140,6,2016
440150,4,2016
440160,6,2016
440260,8,
440280,8,2016
440410,9,2016
440870,7,2016
359610,29,2016
351330,7,2016
352290,10,
380080,8,
443460,20,2016
443630,5,2016
443680,6,2016
444130,6,2016
444210,4,2016
444290,3,2017
444720,9,2016
444740,1,2016
444870,3,2016
445210,5,2016
445550,17,2016
398930,17,2016
445730,1,
445880,12,
446040,5,2016
446240,1,2016
447960,7,
448260,18,2016
448300,2,2016
448540,8,2016
448650,3,2016
448790,12,2016
449060,18,2016
449500,2,2016
449820,4,2015
450030,6,2016
392120,15,
451570,1,2016
451600,6,2016
451670,4,2016
451920,13,2016
452700,1,2016
453270,4,2016
453350,3,2016
453700,1,2016
453710,19,2016
453730,2,2016
453810,4,2016
454130,4,2016
454150,14,2016
454190,8,2016
454220,17,2016
454230,2,
454260,1,2016
454420,11,2016
454460,3,2016
454570,10,2016
454780,6,2016
454830,1,
454900,8,2016
455200,4,2016
455230,3,
455590,6,2016
